tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,Coordinates,GeoEnabled,Language,TweetPlace
1563215794926133249,b'@lopezobrador_ Pobre M\xc3\xa9xico con estos de la 4T',0,0,Twitter for iPad,2022-08-26 17:24:23+00:00,294346980,yayobrunet,francisco brunet f,2011-05-07 00:12:10+00:00,"Felizmente casado con 4 grandes hijos, 6 preciosos nietos, licenciado en administración, católico, futbolero de corazón, con una gran familia y gran esposa",287,642,Mexico,,,True,,null
1563215778790666244,b'#Video Bloquean carretera M\xc3\xa9xico - Pachuca; operadores de transporte p\xc3\xbablico denuncian violencia: https://t.co/vi0EGxcbus',0,0,directoalcorreo,2022-08-26 17:24:19+00:00,92356864,lado_mx,Lado.mx,2009-11-24 20:25:58+00:00,"Noticias cada 3 minutos, en tiempo real y sin ninguna preferencia política Web: https://t.co/RC2nuEFqp2 Contacto: lado2mx@gmail.com",3199,2294,Mexico,,,True,,null
1563215719235727361,"b'M\xc3\xa9xico se encuentra en el segundo lugar del medallero al momento, en el Campeonato Panamericano Juvenil de Karate M\xe2\x80\xa6 https://t.co/KcheTPqYoD'",4,22,Twitter for Android,2022-08-26 17:24:05+00:00,166761697,COM_Mexico,Comité Olímpico MEX,2010-07-14 23:15:36+00:00,"Bienvenidos a la cuenta oficial del Comité Olímpico Mexicano, organismo encargado de procurar la aplicación de principios que conforman la Carta Olímpica.",177565,1216,Ciudad de México,,,True,,null
1563215711287529472,b'#M\xc3\xa9xico \xf0\x9f\x97\xa3\xef\xb8\x8f No suceder\xc3\xa1 lo de Pasta de Conchos con mineros de Sabinas: L\xc3\xb3pez Obrador\n\n\xe2\x80\x98La instrucci\xc3\xb3n es que no nos\xe2\x80\xa6 https://t.co/xDYF7s6ltM',0,0,Twitter Web App,2022-08-26 17:24:03+00:00,2432423784,ADNQro,ADN Informativo Querétaro,2014-04-07 18:23:09+00:00,Portal de noticias en tiempo real en Querétaro,41958,1120,Querétaro,,,True,,null
1563215711031291905,b'#Producto: God of War Ragnar\xc3\xb6k para PS4 y PS5 volvi\xc3\xb3 a bajar de precio en Amazon M\xc3\xa9xico: es momento de apartar el j\xe2\x80\xa6 https://t.co/HfGrSay1KF',0,0,directoalcorreo,2022-08-26 17:24:03+00:00,92356864,lado_mx,Lado.mx,2009-11-24 20:25:58+00:00,"Noticias cada 3 minutos, en tiempo real y sin ninguna preferencia política Web: https://t.co/RC2nuEFqp2 Contacto: lado2mx@gmail.com",3199,2294,Mexico,,,True,,null
1563215707025731584,"b'\xf0\x9f\x94\xb4#Mexico #Leyes| #AMLO reiter\xc3\xb3 su cr\xc3\xadtica en contra de invalidar la #PrisionPreventivaOficiosa, mientras el Colegio\xe2\x80\xa6 https://t.co/RBUMrYMkW8'",0,0,Twitter Web App,2022-08-26 17:24:02+00:00,98670246,DDMexico,Diario de México,2009-12-22 16:35:35+00:00,Cuenta oficial - Diario de México redaccion@diariodemexico.com,17035,1694,México,,,True,,null
1563215672796381189,"b'Desinfecte heridas y prevenga infecciones. #Concept For Pharmacy Mexico presenta el K Sept\xc2\xae 750, antis\xc3\xa9ptico basado\xe2\x80\xa6 https://t.co/oUZYhBQMFB'",0,0,SocialPilot.co,2022-08-26 17:23:54+00:00,150920383,QuimiNet,QuimiNet,2010-06-02 04:29:26+00:00,Noticias de la industria y consejos para tu empresa y desarrollo profesional por el portal B2B más grande de Latinoamérica,36117,36126,México,,,True,,null
1563215659135184896,"b'@delatorremorin @Claudiashein @m_ebrard @adan_augusto @RicardoMonrealA Definitivamente estar\xc3\xadamos mejor con el PRI,\xe2\x80\xa6 https://t.co/yKSvMktkNF'",0,0,Twitter for Android,2022-08-26 17:23:50+00:00,1388736340057944068,_SofiaJG,Sofia JarGa,2021-05-02 06:05:27+00:00,"✨✨Nunca dejes de tener esperanza, todos los días suceden milagros ✨✨",2159,2319,México,,,False,,null
1563215654684991488,b'Caravana con migrantes dominicanos avanza por el sur de M\xc3\xa9xico rumbo a EE.UU. - dominicannews https://t.co/AXQe9pRSuW',0,0,Twitter for Android,2022-08-26 17:23:49+00:00,1355593697547706371,dominicannewsn,Dominican News Network,2021-01-30 19:08:41+00:00,Entérate de Todo el Acontecer Local e Internacional. Denuncias 809-994-2024,859,729,Dominican Republic,,,True,,null
1563215646569025536,b'Nos encontramos que #Komi_San apareci\xc3\xb3 en los #Libros escolares en #M\xc3\xa9xico\n#ElMundoDeShiro #CorporativoArcanos\xe2\x80\xa6 https://t.co/1Dq8dTnTgT',0,0,WordPress.com,2022-08-26 17:23:47+00:00,743060989,JadeArcano,Corporativo&Arcanas,2012-08-07 14:54:14+00:00,"Bienvenidos a nuestro espacio donde hallaran Noticias, Contenido Multimedia, Imágenes, Videos, Curiosidades y mucho mas.
Si te gusta dale Compartir y Megusta.",250,1071,"Distrito Federal, México",,,True,,null
1563215644761346049,b'@AddyGuerrero4 @VengaLaAlegria @mexico_survivor @gabo_cuevas Ay no \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',0,0,Twitter for iPhone,2022-08-26 17:23:47+00:00,454504016,P0RdondeVas,Karen,2012-01-04 02:20:37+00:00,Te enseñaré el camino …,147,827,"Puebla, Puebla, México",,,True,,null
1563215630064812035,b'Nos encontramos que #Komi_San apareci\xc3\xb3 en los #Libros escolares en #M\xc3\xa9xico  #ElMundoDeShiro #CorporativoArcanos\xe2\x80\xa6 https://t.co/mIsX1NuGEd',0,0,Revive Social App,2022-08-26 17:23:44+00:00,143483426,ElMundoShiro,El Mundo de ShiroTenshi,2010-05-13 15:55:28+00:00,"En mi Mundo encontraran #Noticias de #Anime, #Manga #Novelas, #Juegos, #Figuras, Curiosidades, #Películas, Avances, Videos, #Ilustraciónes como #Novelas",2437,2881,México,,,True,,null
1563215616407810048,b'La FED est\xc3\xa1 utilizando una herramienta de c\xc3\xa1lculo econ\xc3\xb3mico muy antigua y eficaz.\nAqu\xc3\xad en M\xc3\xa9xico se le llama popularmente \xe2\x80\x9cTante\xc3\xb3metro\xe2\x80\x9d',0,1,Twitter for iPhone,2022-08-26 17:23:40+00:00,242151541,hhramos,hr,2011-01-24 02:27:14+00:00,Me gusta leer,1961,211,México,,,False,,null
1563215609416273921,"b'@JesusRCuevas Al anterior informe era tambi\xc3\xa9n una investigaci\xc3\xb3n y an\xc3\xa1lisis t\xc3\xa9cnico con fuentes de M\xc3\xa9xico y EU, resp\xe2\x80\xa6 https://t.co/Vh12ypqWBP'",0,7,Twitter for iPhone,2022-08-26 17:23:39+00:00,1062103016759836673,CuteAsHell666,Princesa Despeinada,2018-11-12 22:01:06+00:00,"Mexicana, memes y desmadrito. For english press #2",698,942,México,,,False,,null
1563215536338907136,b'@OscarRa72467394 @DoraGman @politicomx @PartidoMorenaMx @EnriqueVargasdV @CitlaHM @mario_delgado @AndreaChavezTre\xe2\x80\xa6 https://t.co/bYqB44PN4y',0,0,Twitter for Android,2022-08-26 17:23:21+00:00,1972040551,correa220868,Correa,2013-10-19 15:48:54+00:00,Pierde el miedo para que no pierdas oportunidades.,16,113,México,,,True,,null
1563215511294316544,b'@delatorremorin @Claudiashein @m_ebrard @adan_augusto @RicardoMonrealA No queremos que siga gobernando la 4T con su\xe2\x80\xa6 https://t.co/tju7aLFfDm',0,0,Twitter for Android,2022-08-26 17:23:15+00:00,1381452054061780996,FrasesYmasOf,Isabella Anaya,2021-04-12 03:40:21+00:00,"hola, bienvenido a mi página, aquí se comparte de  todo un poco☀️✌️😊",2848,3189,México,,,False,,null
1563215508354191364,"b'@RobertoMadrazo_ Claro, lo dices por Europa, verdad o por Espa\xc3\xb1a donde el proveedor dominante es Iberdrola, el prec\xe2\x80\xa6 https://t.co/FzSFk75NMR'",0,0,Twitter Web App,2022-08-26 17:23:14+00:00,1032279012570058755,LorenzoMagaa1,me gusta la geopolitica,2018-08-22 14:51:10+00:00,"Si me caí es porque estaba caminando. Y caminar vale la pena, aunque te caigas.
                                Eduardo Galeano",61,219,"Guadalajara, Jalisco",,,False,,null
1563215488129196032,"b'#BugCON 2022 no solo tiene patrocinadores, tiene amigos que bajo la misma visi\xc3\xb3n buscamos promover la investigaci\xc3\xb3n\xe2\x80\xa6 https://t.co/3SlodYH2G4'",1,4,Twitter for iPhone,2022-08-26 17:23:10+00:00,32991790,BugCON,BugCON,2009-04-18 19:56:05+00:00,Hacker and security conference,3844,2742,Mexico City,,,True,,null
1563215485654941696,b'@AdnilRC @RafaDocente Tianguis dominical de la calzada M\xc3\xa9xico - Tacuba\n\n(Entre el Se\xc3\xb1or\xc3\xada de Tacuba y Tenochtitl\xc3\xa1n)\n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2,Twitter Web App,2022-08-26 17:23:09+00:00,1448410159756283909,OttoChavez70,Coronel sin grado,2021-10-13 22:08:10+00:00,"сознание и энергия
Por el honor de México

Si el gobierno no cumple, no es autoridad de nadie!",1342,2687,Guadalajara,,,True,,null
1563215473214619648,b'@PicturesFolder_ mexico https://t.co/wZPDmWFXGH',0,0,Twitter for iPhone,2022-08-26 17:23:06+00:00,748432916632440832,Nacko4,el francesito,2016-06-30 08:28:07+00:00,francesito en mexico,17,127,"Guadalajara, Jalisco",,,True,,null
1563215470261506048,"b'""La balanza comercial de M\xc3\xa9xico \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd registr\xc3\xb3 un d\xc3\xa9ficit de (-)$5,959 MDD en julio. Tanto las exportaciones como las\xe2\x80\xa6 https://t.co/0KKMoRp5zW'",2,1,HubSpot,2022-08-26 17:23:05+00:00,166368932,INVEXBanco,INVEX Banco,2010-07-14 00:14:13+00:00,"INVEX Banco, el Socio Financiero de los Líderes de México - Inversiones | Financiamiento | Asesoría",10722,337,México,,,False,,null
1563215457951178752,"b'Tras catalogar el caso como suicidio, Sheinbaum se re\xc3\xbane con familia de trabajador del Metro que falleci\xc3\xb3 en Tacuba\n\nhttps://t.co/JyR44cmST8'",3,18,Hootsuite Inc.,2022-08-26 17:23:02+00:00,520653311,AristeguiOnline,Aristegui Noticias,2012-03-10 19:08:28+00:00,Esta cuenta es administrada por Carmen Aristegui y el equipo de Aristegui Noticias. Los tuits de Carmen se firmarán como “-C. Aristegui” o “-C.”.,9316865,11,Ciudad de México,,,False,,null
1563215452469280768,"b'Tras una discusi\xc3\xb3n familiar, un hombre agredi\xc3\xb3 a su propio hermano en colonia Nuevo M\xc3\xa9xico https://t.co/JTcB3NPHvW'",0,3,TweetDeck,2022-08-26 17:23:01+00:00,2525547764,GNocturnaMX,Guardia Nocturna,2014-05-26 18:00:21+00:00,"Noticiero #GuardiaNocturna medio especializado en inseguridad, #notaroja y lo acontecido de noche madrugada y #AlMomento en Jalisco y México WhatsApp 3310700840",133117,122,"Guadalajara, México",,,True,,null
1563215428716859394,b'Este es el M\xc3\xa9xico donde seg\xc3\xban @lopezobrador_ no pasa nada https://t.co/aijaaTlm1y',0,1,Twitter for Android,2022-08-26 17:22:56+00:00,160056053,jangel_1382,José Angel,2010-06-27 02:27:49+00:00,"Nadie por encima de nadie. Orgulloso papá de Zuria y una pequeña guerrera 👣👣👣👣
Trabajamos para mantenerte informado. MegaNoticias Tuxtla Gutiérrez",706,1384,"Tuxtla Gtz, Chiapas",,,True,,null
1563215419821137922,"b'Urgente reconocer los alimentos que se producen en M\xc3\xa9xico y su valor nutrimental, adem\xc3\xa1s de cultural. https://t.co/vp68qqnRG8'",0,0,Twitter for Android,2022-08-26 17:22:53+00:00,231344147,galenavero,Camarada Vero,2010-12-28 07:26:18+00:00,"MC de la Salud y Nutrición. Principios: verdad, libertad y justicia. Misión: preservar el bien más preciado de la humanidad, LA SALUD.",526,591,México,,,False,,null
1563215395754233856,"b'El Arquitecto encargado de la obra del nuevo Malec\xc3\xb3n Que est\xc3\xa1 siendo piloteado por fracturas, asegur\xc3\xb3 Hoy que liter\xe2\x80\xa6 https://t.co/UP9ulfW39s'",0,0,Twitter for Android,2022-08-26 17:22:48+00:00,256538270,GRANTLATHOANI,📢PORMEXICO📢,2011-02-23 15:04:30+00:00,"⭕➡️
Exclusivas, Notas, espectáculos, tecnología, política, deportes, cultura, ciclismo y
Consume lo nuestro.",36449,44312,Mexico,,,True,,null
1563215362069385218,b'Conoce las hojas informativas sobre los diferentes tr\xc3\xa1mites que se realizan en la Consejer\xc3\xada en el siguiente enlace\xe2\x80\xa6 https://t.co/1bIQ9ManPy',1,1,Twitter Web App,2022-08-26 17:22:40+00:00,1168929786338643970,ctramiss_mx,Consejería de Trabajo en México,2019-09-03 16:53:24+00:00,"Consejería de Trabajo, Migraciones y Seguridad Social en México, donde informamos sobre cuestiones laborales, migratorias y de seguridad social.",641,253,México,,,True,,null
1563215358252568576,b'@delatorremorin @Claudiashein @m_ebrard @adan_augusto @RicardoMonrealA La 4T solo ha tra\xc3\xaddo destrozos a M\xc3\xa9xico y es\xe2\x80\xa6 https://t.co/LULbpNrM7k',0,0,Twitter for Android,2022-08-26 17:22:39+00:00,1542551713025908738,MariFer__Of,MariFer,2022-06-30 16:53:31+00:00,"Hola bienvenido a mi espacio, sonríe siempre :D 
#DinastiaMilenials
#SiguemeYTeSigo",454,523,México ,,,False,,null
1563215350530904064,"b'Desde la casa de ustedes para el mundo, soyencas chuletas ahumadas \xf0\x9f\xa4\xa4 de la mamita #M\xc3\xa9xico #Macuspana #Tabasco https://t.co/tl8ObOptcd'",4,7,Twitter for iPhone,2022-08-26 17:22:37+00:00,77378452,braulioesca,Braulio Escalante,2009-09-26 02:48:59+00:00,#Macuspana #Tabasco :. Res non verba #Itzayana #Braulio #Renata #Hijo #Padre #Hermano #MorzaSAdeCV #MacuspanaViveAC #AMLO #QueSigaLaDemocraciaAC #YoVoyConAdán,3270,1294,"Macuspana, Tabasco.",,,True,,null
1563215338761687040,b'@japalmai \xc2\xa1Hola! Gracias por notificarnos esta situaci\xc3\xb3n. Para un seguimiento oportuno y de forma efectiva requerim\xe2\x80\xa6 https://t.co/vIkpF4SNFV',0,0,Twitter Web App,2022-08-26 17:22:34+00:00,180131071,BimboMx,Bimbo México,2010-08-18 22:28:41+00:00,"Bimbo te da la mejor combinación para una vida sana y sabrosa. Recetas nutritivas para tu familia, consejos sobre salud para tu equilibrio, y mucho más.",77772,45,México,,,True,,null
1563215307476332544,b'@Arturo_Sarukhan @Conabio Un ejemplo de persona y de funcionario. Ha hecho una gran labor por M\xc3\xa9xico y por la ciencia.',1,1,Twitter Web App,2022-08-26 17:22:27+00:00,109061339,mchmac,Mario Chacon,2010-01-27 21:23:15+00:00,Comisionado en Ginebra para coordinar en Europa la estrategia de impulso económico global. SSMDH.SRE. Tweets a titulo personal. RT no implica endoso/patrocinio/,2588,2289,México,,,True,,null
1563215299154833409,"b'El Secretario General del Sindicato Nacional de la Industria Automotriz, Germ\xc3\xa1n Aldana Ju\xc3\xa1rez asisti\xc3\xb3 a las instala\xe2\x80\xa6 https://t.co/RusDzI0kmk'",0,0,Twitter for iPhone,2022-08-26 17:22:25+00:00,769180469359280128,CTC_ULDOS,ULDOS CTC,2016-08-26 14:31:29+00:00,"El Movimiento del sindicalismo nuevo surge en México en el año de 1977, dando origen a la Organización Sindical con Registro Nacional más joven de nuestro País.",93,3,"Cuautitlán Izcalli, México",,,True,,null
1563215263255777280,b'\xc2\xbfJuegas #FootballAmericano en M\xc3\xa9xico? \n\xc2\xa1La pr\xc3\xb3xima v\xc3\xadctima de #CesarBarrera y la @FMFAOFICIALMX puedes ser TU!\xe2\x80\xa6 https://t.co/aSygS0zJqP',0,0,Twitter for Android,2022-08-26 17:22:16+00:00,4119949333,EstadioFAF,Estadio de Football Americano Femenil,2015-11-04 03:51:59+00:00,"La casa del #FootballAmericanoFemenil
#StadioFootballFem 
Recinto libre de violencia.
Orgulloso patrocinador de #BlackQueensFlagFootball
#PoweredBy8N @8Nsports",97,178,"Guadalajara, Jalisco",,,True,,null
1563215262374977536,"b'Gatito y Marisol :3 en Mexico City, Mexico https://t.co/ru5nxEetzH'",0,0,Instagram,2022-08-26 17:22:16+00:00,96872143,FeroSierra,Fernando Sierra,2009-12-15 00:09:40+00:00,Que asco vivir.,200,128,Mexico City,,"{'type': 'Point', 'coordinates': [-99.1332, 19.4326]}",True,,"Cuauhtémoc, Distrito Federal"
1563215235057860609,b'En la Representaci\xc3\xb3n mantenemos relaciones de trabajo s\xc3\xb3lidas y productivas con la Secretar\xc3\xada de Cultura del Estado\xe2\x80\xa6 https://t.co/lux42ckjOd',0,0,Twitter Web App,2022-08-26 17:22:09+00:00,154285791,GobNL_DF,Nuevo León en CdMx,2010-06-10 21:25:40+00:00,"Oficina de Representación del Gobierno del Estado de Nuevo León en la Ciudad de México | Marsella 25, Col. Juárez, Cuauhtémoc 06600 Tels. 55 89 48 27 30 y 34",878,283,Ciudad de México,,,True,,null
1563215209791373312,b'Tres caravanas de migrantes avanzan por el sur de M\xc3\xa9xico rumbo a EEUU https://t.co/l9JIhxvhsO',1,1,PublicarTuitsDesdeWP,2022-08-26 17:22:03+00:00,35764841,NDtitulares,Noticiero Digital,2009-04-27 15:10:52+00:00,La más importante comunidad de #noticias y #opinión digital en #Venezuela,836753,1797,Venezuela,,,True,,null
1563215155051122690,"b'\xe2\x9c\x9d La Di\xc3\xb3cesis de Quer\xc3\xa9taro realiza el ""Vuelo por la Paz"" elevando una oraci\xc3\xb3n para el t\xc3\xa9rmino de la guerra mundial\xe2\x80\xa6 https://t.co/U9BXcUPU3z'",4,3,Twitter Web App,2022-08-26 17:21:50+00:00,750611600,universalqro,EL UNIVERSAL Qro,2012-08-11 04:07:03+00:00,Cuenta oficial de EL UNIVERSAL edición Querétaro en Twitter. / https://t.co/DEs290uxOd,44760,847,Querétaro,,,True,,null
1563215151179841536,b'@ChupaTextos @FelipeCalderon La neta me da pena que el peor presidente de M\xc3\xa9xico sea de Michoac\xc3\xa1n.',0,1,Twitter for Android,2022-08-26 17:21:49+00:00,815951562639978496,Guiller53017929,clm,2017-01-02 16:03:06+00:00,Deportes,251,580,México,,,False,,null
1563215134742364160,"b'#EnVivo el \xc3\xbaltimo d\xc3\xada de actividades de Emilio del R\xc3\xado en M\xc3\xa9xico, no te puedes perder la conferencia: \xc2\xbfC\xc3\xb3mo no vamo\xe2\x80\xa6 https://t.co/zZtXJPDGA1'",0,0,Twitter Web App,2022-08-26 17:21:45+00:00,119229837,IIFL_UNAM,Filológicas,2010-03-03 01:31:26+00:00,"El IIFL tiene como objetivo principal mantener, revalorar y acrecentar el cultivo de las humanidades desde la perspectiva filológica de las lenguas.",54265,505,"México, DF.",,,False,,null
1563215080065355778,"b'\xf0\x9f\x8e\x83\xf0\x9f\x8e\x83\xf0\x9f\x8e\x83\xf0\x9f\x8e\x83 en Mexico City, Mexico https://t.co/CEeuIvkG0d'",0,0,Instagram,2022-08-26 17:21:32+00:00,90959177,rfamania,ROBERTO FAMANIA,2009-11-18 21:09:45+00:00,,92,88,MEXICO,,"{'type': 'Point', 'coordinates': [-99.1332, 19.4326]}",True,,"Cuauhtémoc, Distrito Federal"
1563215054496878592,"b'Inauguramos el Tramo Insurgentes a Gran Canal y Siervo de la Naci\xc3\xb3n del Macrolibramiento Mexiquense, una importante\xe2\x80\xa6 https://t.co/Zd3QwFESJA'",349,516,Twitter Web App,2022-08-26 17:21:26+00:00,39860797,alfredodelmazo,Alfredo Del Mazo,2009-05-13 22:53:45+00:00,Gobernador del Estado de México 2017-2023.,945567,309,Estado de México,,,True,,null
1563215019755466755,"b'Muere yerno de ""El Bronco"" arrastrado por corriente del r\xc3\xado Pesquer\xc3\xada en NL https://t.co/7q4qxKra5V'",1,1,OxfordBlue-Twitter,2022-08-26 17:21:18+00:00,72937865,MSNMex,MSN México,2009-09-09 20:07:53+00:00,MSN México reúne las noticias e información de los medios más importantes en español.,133800,201,México,,,False,,null
1563215003989159936,"b'Quien las entiendes pffff \xf0\x9f\x99\x84 en Mexico City, Mexico https://t.co/wSJNvcD2eP'",0,0,Instagram,2022-08-26 17:21:14+00:00,90959177,rfamania,ROBERTO FAMANIA,2009-11-18 21:09:45+00:00,,92,88,MEXICO,,"{'type': 'Point', 'coordinates': [-99.1332, 19.4326]}",True,,"Cuauhtémoc, Distrito Federal"
1563214985882284033,b'Anuncia Gobierno de M\xc3\xa9xico ampliaci\xc3\xb3n de tramos carreteros en SLP https://t.co/j1GfQyKcqM https://t.co/zbUFREmVom',0,0,Twitter Web App,2022-08-26 17:21:10+00:00,275214071,mirioverde,Mi Rioverde,2011-03-31 21:09:44+00:00,"El primer portal informativo de Rioverde, San Luis Potosí, el de mayor cobertura tanto este municipio y la región media, y vasto público en Estados Unidos",1161,299,"Rioverde, S.L.P.",,,True,,null
